id,slug,titleJa,prompt,generatedAt,generationCount,regenerationReasons,sourceFile,checksum,reviewedAt,reviewer,anatomyQa,ppeQa,equipmentQa,marketFitQa,textFreeQa,stickFigureQa,svgPersonQa,externalLogoQa,themeMatchQa,textSpaceQa,rightsStatus,publishStatus
"S019","no-vehicle-entry","車両進入禁止","日本の工事現場の禁止看板用、テーマは「車両進入禁止」。工事用ゲート手前で小型トラックが停止し、閉じたバリケードと迂回余地を明確にした横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、赤は補助色、文字なし、数字・ロゴ・透かしなし。","2026-08-27T18:43:08.681Z","1","","public/safety-images/library/originals/no-vehicle-entry.png","83e2982afab8cabcdb817e6a0f3ef5be573ad500ac2f2936be7e3e9018b40029","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S020","operation-prohibited","運転禁止","日本の建設現場の禁止看板用、テーマは「運転禁止」。停止中の小型建設機械の運転席へ近づかず、作業員が手で静止を示す横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、赤は補助色、鍵や文字なし、数字・ロゴ・透かしなし。","2026-08-27T18:43:32.854Z","1","","public/safety-images/library/originals/operation-prohibited.png","2bc5011bec682463a1249cb6ea7001c16bfd905289f7c4f2807bcae37d9d845b","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S021","no-smoking","禁煙","日本の工事現場の禁止看板用、テーマは「禁煙」。火のついていない煙草を持つ手を、保護具姿の成人作業員が明確な静止動作で制止する横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、赤は補助色、煙・文字なし、数字・ロゴ・透かしなし。","2026-08-27T18:44:04.073Z","1","","public/safety-images/library/originals/no-smoking.png","b5342a8203afadb1a72ea90b23284d190a5b13b3efcf316af3679dbacf246f0f","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S022","no-open-flames","火気厳禁","日本の工事現場の禁止看板用、テーマは「火気厳禁」。密閉した可燃物保管容器の手前で、点火していないライターを持つ手を作業員が静止動作で制止する横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、赤は補助色、炎・文字なし、数字・ロゴ・透かしなし。","2026-08-27T18:44:54.304Z","1","","public/safety-images/library/originals/no-open-flames.png","b92f9c2f950f57a2e8de19ce0c224aedfca5f43fc722398f2bd07bcf86e490b5","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S023","do-not-use","使用禁止","日本の建設現場の禁止看板用、テーマは「使用禁止」。停止して電源を外した電動工具の前で、手袋姿の作業員が明確な静止動作を示す横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、赤は補助色、文字なし、数字・ロゴ・透かしなし。","2026-08-27T18:47:25.956Z","1","","public/safety-images/library/originals/do-not-use.png","27e77a9c9f57cf56531cbd8c703da6c57bf39e00274f0545fe4a0df26e1c682a","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S024","do-not-operate","操作禁止","日本の建設現場の禁止看板用、テーマは「操作禁止」。停止した機械の操作盤へ手を触れず、保護具姿の作業員が静止を示す横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、赤は補助色、操作盤にも文字なし、数字・ロゴなし。","2026-08-27T18:47:46.445Z","1","","public/safety-images/library/originals/do-not-operate.png","22e7fce25b680251c60815343a93352cfae74ba50c7658895fe14765a7d16274","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S025","do-not-touch","さわるな","日本の建設現場の禁止看板用、テーマは「さわるな」。無地の仮設電気盤の取っ手へ伸びる手を、別の保護手袋姿の手が明確な静止動作で止める写実寄りの横長構図で右側に広い余白を残す。太い輪郭、不透明な白背景、警告記号・発光・文字なし、数字・ロゴ・透かしなし。","2026-08-27T19:07:08.521Z","2","初回候補の透明縁に不自然な色フリンジが現れたため再生成","public/safety-images/library/originals/do-not-touch.png","8d06e51c81ad99f0781bcf8181a702fec73e82791c3c61d454715c4ec4fb08f0","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S026","no-climbing","昇降禁止","日本の工事現場の禁止看板用、テーマは「昇降禁止」。仮設はしごの入口をバリケードで閉じ、作業員が手前で止まる横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、赤は補助色、人物は登らず、文字なし、数字・ロゴ・透かしなし。","2026-08-27T18:48:56.458Z","1","","public/safety-images/library/originals/no-climbing.png","17782e678fb53323d138ad57851a7e8ef2ed3653d7e8cb22d9890938f080c2eb","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S027","do-not-open-close","開閉禁止","日本の工事現場の禁止看板用、テーマは「開閉禁止」。配管のバルブハンドルに手を触れず、手袋姿の作業員が静止動作を示す横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、赤は補助色、文字なし、数字・ロゴ・透かしなし。","2026-08-27T18:49:42.138Z","1","","public/safety-images/library/originals/do-not-open-close.png","42bc98a53a674a9fb2ec82c885ed1720b51f30712246f0ba9e997e1b7079a307","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S028","no-mobile-phone","携帯電話使用禁止","日本の建設現場の禁止看板用、テーマは「携帯電話使用禁止」。スマートフォンを持つ手に対して、ヘルメット姿の成人作業員が明確な静止動作を示す独立した構図。写実寄りの鮮明なデジタルイラスト、太い輪郭、実alpha透明背景、文字なし、数字・ロゴ・透かしなし。","2026-08-27T18:50:23.543Z","1","","public/safety-images/library/originals/no-mobile-phone.png","ae636ba1bf9696237e49f484a49b63c7acf098ded94a7e6e7f197c9924947d1d","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","not-applicable","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S029","no-parking","駐車禁止","日本の工事現場の禁止看板用、テーマは「駐車禁止」。工事用出入口を塞ぎかけた無地の乗用車を、無地のヘルメット姿の誘導員が停止させ別方向へ退出を促す横長構図で右側に広い余白を残す。太い輪郭、不透明背景、道路標識・文字なし、英字・数字・記号・ロゴなし。","2026-08-27T19:07:28.265Z","2","初回候補に英字が埋め込まれたため再生成","public/safety-images/library/originals/no-parking.png","893ec90bc1b0945a61fe2c40369638bcd663e9bd659be06389ceaad93a52abad","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S030","no-passage","通行禁止","日本の工事現場の禁止看板用、テーマは「通行禁止」。無地の赤白バリケードが通路を完全に閉じ、成人歩行者がその手前で停止する横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、不透明背景、棒人間・標識・文字なし、数字・記号・ロゴなし。","2026-08-27T19:07:45.684Z","2","初回候補に棒人間型の標識が埋め込まれたため再生成","public/safety-images/library/originals/no-passage.png","9e33e2e6bc0acbc020a779eb9ebbd43e77fab5c9884259cbbb1c0e204382b996","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S031","fall-hazard","墜落注意","日本の建設現場の警告看板用、テーマは「墜落注意」。高所の開放端を堅固な仮設バリケードで隔離し、無地のヘルメット姿の作業員はバリケード外で停止する横長構図で高低差を明確にし右側に広い余白を残す。太い輪郭、不透明背景、危険側に人物なし、落下・文字なし、数字・記号・ロゴなし。","2026-08-27T19:08:04.897Z","2","初回候補が無防護の開放端に人物を配置し安全な見せ方を満たさなかったため再生成","public/safety-images/library/originals/fall-hazard.png","3058cd3f1d3c3114814d0e7fc719e6d10fa61bfb70d8143a84267d99e139b35e","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S032","floor-opening-hazard","開口部注意","日本の建設現場の警告看板用、テーマは「開口部注意」。床開口部を四周の堅固な手すりで囲い、無地のヘルメット姿の作業員は手すり外で停止する写実寄りの横長構図で右側に広い余白を残す。太い輪郭、不透明な簡潔背景、透過ぼかし・文字なし、数字・記号・ロゴなし。","2026-08-27T19:08:22.507Z","2","初回候補の透明縁に不自然な色フリンジが現れたため再生成","public/safety-images/library/originals/floor-opening-hazard.png","45c391d69657ab0f3f23105d8982f234043b5271021a9286e2674d8e99d6986a","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S033","falling-objects-hazard","落下物注意","日本の建設現場の警告看板用、テーマは「落下物注意」。足場上から小さな無地の工具が落下する範囲を堅固なバリケードで隔離し、作業員は範囲外で停止する横長構図で右側に広い余白を残す。太い輪郭、不透明背景、足場上に人物なし、流血・文字なし、数字・記号・ロゴなし。","2026-08-27T19:08:41.973Z","2","初回候補が足場上の危険な工具落下行為を強調したため再生成","public/safety-images/library/originals/falling-objects-hazard.png","192fa497d830ed23d118ea8e147d83d9ce5c1c911567c9742b595c999cd9aca0","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S034","overhead-hazard","頭上注意","日本の建設現場の警告看板用、テーマは「頭上注意」。低い仮設梁の手前でヘルメット姿の女性作業員が上を確認して停止する横長構図で、右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、黄と濃灰の補助色、不透明背景、衝突・文字なし、数字・ロゴなし。","2026-08-27T18:55:40.124Z","1","","public/safety-images/library/originals/overhead-hazard.png","0645d03f86845ed0b39054e624eba86a9db5dbc2959d339cec6722d08b00cad3","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S035","watch-your-step","足元注意","日本の建設現場の警告看板用、テーマは「足元注意」。通路を横切る養生済みケーブルの手前で年長の作業員が足元を確認して止まる横長構図で、右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、黄の補助色、不透明背景、転倒・文字なし、数字・ロゴなし。","2026-08-27T18:56:02.278Z","1","","public/safety-images/library/originals/watch-your-step.png","2b4318c635a83e82d03a8474c7c02cf0bfba4b285106f60e8988b0a12ae8d461","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S036","slippery-surface","すべり注意","日本の建設現場の警告看板用、テーマは「すべり注意」。雨で濡れた仮設通路の手前で作業員が手すりを使い慎重に停止する横長構図で、右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、黄と濃灰の補助色、不透明背景、転倒・文字なし、数字・ロゴなし。","2026-08-27T18:56:23.641Z","1","","public/safety-images/library/originals/slippery-surface.png","b7df7258ea488fff078d3113cb906c9af374de13e8034035d73b04fc58d8efdc","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S037","trip-fall-hazard","転倒注意","日本の建設現場の警告看板用、テーマは「転倒注意」。整理前のホースが横切る通路の手前で女性作業員が足元を確認して止まる横長構図で、右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、黄の補助色、不透明背景、転倒・文字なし、数字・ロゴなし。","2026-08-27T18:56:45.352Z","1","","public/safety-images/library/originals/trip-fall-hazard.png","0609596662801772f8638d8173c45b07fdd402e18e41aef5ac855be17b56081d","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S038","level-change-hazard","段差注意","日本の工事現場の警告看板用、テーマは「段差注意」。明確な床段差の手前で荷物を持たない作業員が足元を見て停止する横長構図で、右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、黄と濃灰の補助色、不透明背景、転倒・文字なし、数字・ロゴなし。","2026-08-27T18:57:06.489Z","1","","public/safety-images/library/originals/level-change-hazard.png","f0a2a3e44fe78011381458cb3025eeebe3bd1b7320dd704d73a53bcf51dfedba","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S039","cutting-hazard","切断注意","日本の建設現場の警告看板用、テーマは「切断注意」。停止中の丸のこ刃と保護カバーを大きく描き、保護手袋姿の手が十分離れて静止を示す横長構図で右側に広い余白を残す。鮮明なデジタルイラスト、太い輪郭、不透明背景、負傷・血・文字なし、数字・ロゴなし。","2026-08-27T18:57:27.529Z","1","","public/safety-images/library/originals/cutting-hazard.png","3734a4a753dbf3316cc3bf8b2ceb3b29051e6d8200df4ca2fde99b95147c4395","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
"S040","collision-hazard","衝突注意","日本の建設現場の警告看板用、テーマは「衝突注意」。見通しの悪い交差部で無地の小型運搬車と、無地のヘルメット姿の作業員が物理的な柵を挟んで停止する横長構図で右側に広い余白を残す。太い輪郭、不透明背景、ヘルメット記号・接触・文字なし、数字・ロゴなし。","2026-08-27T19:09:01.923Z","2","初回候補のヘルメットに既存標識と誤認し得る記号が現れたため再生成","public/safety-images/library/originals/collision-hazard.png","601625a0702a3afa2c4157cf3da24c1b76b811392fdb75e41dc1460b51860cd1","2026-08-28T12:00:00.000+09:00","independent_final_review read-only exact-100 visual review plus corrective re-review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass","portal-owned-commercial-editable","published"
